quote,author,tags,likes
"The love of man to woman is a thing common and of course, and at first partakes more of instinct and passion than of choice; but true friendship between man and man is infinite and immortal.–Plato-",Plato,bromance male-friendship plato,17
"Physical excellence does not of itself produce a good mind and character: on the other hand, excellence of mind and character will make the best of the physique it is given.",Plato,body mind,17
"the only thing he ought to consider, if he does anything, is whether he does right or wrong, whether it is what a good man does or a bad man",Plato,,17
Knowledge unqualified is knowledge simply of something learned.,Plato,knowledge,17
"At the touch of love, everyone becomes a poet.",Plato,love,17
"[there are] two kinds of things the nature of which it would be quite wonderful to grasp by means of a systematic art...the first consists in seeing together things that are scattered about everywhere and collecting them into one kind, so that by defining each thing we can make clear the subject of any instruction we wish to give...[the second], in turn, is to be able to cut up each kind according to its species along its natural joints, and to try not to splinter any part, as a bad butcher might do...phaedrus, i myself am a lover of these divisions and collections, so that i may be able to think and to speak.",Plato,,16
There will be no end to the troubles of the state or indeed of humanity until philosophers become kings or until those we now call kings really and truly become philosophers.,Plato,philosophy politics,16
A good decision is based on knowledge and not on numbers.,Plato,,16
"virtue does not spring from riches, but riches and all other human blessings, both private and public, from virtue.",Plato,kindlehighlight,16
"Life must be lived as play, playing certain games, making sacrifices, singing and dancing, and then a man will be able to propitiate the gods, and defend himself against his enemies, and win in the contest.",Plato,life play,15
"Mankind censure injustice fearing that they may be the victims of it, and not because they shrink from committing it.",Plato,republic,15
He who refuses to rule is liable to be ruled by one who is worse than himself.,Plato,plato republic,15
"the most important thing is not life, but the good life.",Plato,,15
Attention to health is life's greatest hindrance.,Plato,,15
"Laws are partly formed for the sake of good men, in order to instruct them how they may live on friendly terms with one another, and partly for the sake of those who refuse to be instructed, whose spirit cannot be subdued, or softened, or hindered from plunging into evil.",Plato,law,15
Music and rhythm find their way into the secret places of the soul.,Plato,,15
"Love is the joy of the good, the wonder of the wise, the amazement of the Gods.",Plato,,14
"He who is of a calm and happy nature will hardly feel the pressure of age. But to him who is of an opposite disposition, youth and age are equally a burden.",Plato,character contentment maturation,14
